Borough,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
Queens,Female,2014,5 year June,9509,8348,87.79051208,7875,82.81627655,94.33396912,2777,29.20391273,33.26545334,5098,53.61236572,61.06851959,473,4.974235058,5.666028023,315,3.312651157,709,7.456094265,82,0.8623409271,55,0.5783994198
Queens,Female,2013,5 year June,9066,7789,85.91440582,7398,81.60158539,94.98010254,2472,27.26671028,31.73706436,4926,54.33487701,63.24303436,391,4.312817097,5.019899845,452,4.985660553,639,7.048312187,132,1.455989361,49,0.5404809117
Queens,Female,2012,5 year June,9168,7838,85.4930191,7478,81.5663147,95.40699005,2270,24.76003456,28.96146965,5208,56.80628204,66.44551849,360,3.926701546,4.593008518,470,5.126526833,715,7.798865795,97,1.058027983,40,0.4363001883
Queens,Female,2011,5 year June,9230,7742,83.87865448,7425,80.44420624,95.90544891,2328,25.22210121,30.06974983,5097,55.22210312,65.83570099,317,3.434452772,4.094549179,427,4.626218796,910,9.859154701,104,1.126760602,36,0.3900325
Queens,Female,2010,5 year June,9378,7595,80.98741913,7280,77.62849426,95.85253143,2249,23.98165894,29.61158562,5031,53.64683151,66.24095154,315,3.358925104,4.147465229,543,5.790147305,1055,11.24973297,130,1.386223078,49,0.5224994421
Queens,Female,2009,5 year June,9800,7792,79.5102005,7501,76.54081726,96.26540375,2338,23.857143399999998,30.00513268,5163,52.68367386,66.26026917,291,2.96938777,3.73459959,674,6.877551079,1154,11.77550983,109,1.112244844,63,0.6428571343
Queens,Female,2008,5 year June,9623,7502,77.95905304,7202,74.84152222,96.00106812,2178,22.63327408,29.03225899,5024,52.20825195,66.96881104,300,3.117530823,3.998933554,753,7.82500267,1155,12.00249386,128,1.330146551,75,0.7793827057
Queens,Female,2007,5 year June,9672,7660,79.19768524,6458,66.77005768,84.30809021,2191,22.65301895,28.60313225,4267,44.11703873,55.70495987,1202,12.42762661,15.69190598,447,4.62158823,1298,13.42018223,158,1.633581519,106,1.095947027
Queens,Female,2006,5 year June,9414,7341,77.97960663,5764,61.22795868,78.51791382,2087,22.16910934,28.42936897,3677,39.05884933,50.08854294,1577,16.75164604,21.48208618,488,5.183768749,1321,14.03229237,162,1.720841289,97,1.030380249
Queens,Female,2005,5 year June,9363,7102,75.85175323,5256,56.13585281,74.00732422,2019,21.56360054,28.42861176,3237,34.57225418,45.57870865,1846,19.71590233,25.99267769,540,5.767382145,1434,15.31560421,143,1.527288318,142,1.516607881
Queens,Female,2004,5 year June,9052,6759,74.6685791,4953,54.71718979,73.28006744,1994,22.02828026,29.50140572,2959,32.68890762,43.77866364,1806,19.95139122,26.71992874,538,5.943438053,1363,15.05744553,155,1.712328792,236,2.607158661
Queens,Female,2003,5 year June,8992,6630,73.73220825,4659,51.81272125,70.271492,1912,21.26334572,28.8386116,2747,30.54937744,41.4328804,1971,21.91948318,29.72850609,658,7.317615509,1451,16.13656616,180,2.001779318,59,0.6561387777
Queens,Female,2002,5 year June,8976,6348,70.72192383,4397,48.98618698,69.26590729,1740,19.38502693,27.41020775,2657,29.60115814,41.85570145,1976,22.01425934,31.12791443,745,8.299910545,1573,17.52450943,136,1.515151501,131,1.459447384
Queens,Female,2001,5 year June,8327,5870,70.49357605,3808,45.73075485,64.87223053,1591,19.10652161,27.10391808,2217,26.62423515,37.76831436,2072,24.88291168,35.29812622,621,7.457667828,1584,19.02245712,216,2.593971491,28,0.3362555504
Queens,Female,2013,6 year June,9057,7919,87.43513489,7486,82.65429688,94.53213501,2473,27.30484772,31.2286911,5013,55.34945297,63.30344772,433,4.780832291,5.467862129,214,2.362813234,725,8.004858017,138,1.52368331,56,0.6183062792
Queens,Female,2012,6 year June,9156,7930,86.60987091,7535,82.29576111,95.01891327,2270,24.79248619,28.62547302,5265,57.50327682,66.39344025,395,4.314110756,4.981084347,238,2.599388361,790,8.628221512,109,1.190476179,41,0.4477937818
Queens,Female,2011,6 year June,9229,7883,85.41553497,7539,81.68815613,95.63617706,2328,25.22483444,29.53190422,5211,56.46332169,66.10427856,344,3.727380991,4.36382103,244,2.643840075,938,10.16361427,120,1.300249219,36,0.3900747597
Queens,Female,2010,6 year June,9369,7817,83.43473053,7464,79.66698456,95.48419952,2249,24.00469589,28.77062798,5215,55.66228867,66.71356964,353,3.76774478,4.515799046,238,2.540292501,1120,11.95431709,137,1.462269187,48,0.5123279095
Queens,Female,2009,6 year June,9788,8031,82.04944611,7695,78.61667633,95.81621552,2340,23.90682411,29.1370945,5355,54.70985031,66.6791153,336,3.432774782,4.183787823,326,3.330608845,1251,12.78095627,116,1.185124636,59,0.6027789116
Queens,Female,2008,6 year June,9615,7736,80.45761871,7400,76.96308136,95.65666962,2180,22.67290688,28.17993736,5220,54.29017258,67.47673035,336,3.494539738,4.343329906,346,3.598543882,1269,13.19812775,183,1.903276086,76,0.7904316187
Queens,Female,2007,6 year June,9739,7897,81.08635712,6594,67.70715332,83.50006104,2203,22.62039185,27.89666939,4391,45.08676529,55.60339355,1303,13.37919712,16.49993706,215,2.207618952,1335,13.70777321,180,1.848239064,109,1.119211435
Queens,Female,2006,6 year June,9329,7549,80.91971588,5824,62.4289856,77.14929199,2087,22.37110138,27.64604568,3737,40.05788422,49.50324631,1725,18.49072838,22.85070801,179,1.918748021,1344,14.40668869,148,1.586450815,102,1.093364835
Queens,Female,2005,6 year June,9369,7306,77.98057556,5329,56.87907028,72.94004822,2021,21.57113838,27.66219521,3308,35.30792999,45.27785492,1977,21.10150528,27.05994987,272,2.903191328,1510,16.11698151,150,1.601024628,129,1.376881242
Queens,Female,2004,6 year June,9071,6991,77.06978607,5034,55.495536799999996,72.00686646,1994,21.98214149,28.52238655,3040,33.5133934,43.48448181,1957,21.57424736,27.99313354,385,4.24429512,1461,16.10627365,165,1.818983555,64,0.7055451274
Queens,Female,2003,6 year June,9024,6853,75.94193268,4716,52.26063919,68.8165741,1914,21.2101059,27.92937469,2802,31.05053139,40.88720322,2137,23.68129349,31.183424,245,2.714982271,1592,17.6418438,187,2.072251797,133,1.473847508
Queens,Female,2002,6 year June,8976,6593,73.45142365,4455,49.63235474,67.57167053,1743,19.4184494,26.43712997,2712,30.21390343,41.13453674,2163,24.09759331,32.80752182,344,3.832442045,1717,19.12878799,148,1.648841381,131,1.459447384
Queens,Female,2001,6 year June,8327,6061,72.78731537,3852,46.25915527,63.55386734,1593,19.13053894,26.28279114,2259,27.12861824,37.2710762,2224,26.70829773,36.69361496,205,2.461870909,1797,21.58040047,228,2.738080978,28,0.3362555504
Queens,Male,2015,4 year August,10448,7954,76.12940216,7367,70.51110077,92.62006378,2203,21.08537483,27.69675636,5164,49.42572784,64.92330933,587,5.618299961,7.379934788,1515,14.50038242,817,7.819678307,52,0.4977028966,107,1.024119496
Queens,Male,2014,4 year August,10721,8009,74.70384979,7437,69.36853027,92.85803223,2281,21.27600098,28.48045921,5156,48.0925293,64.37757874,572,5.335323334,7.141965389,1743,16.2578125,796,7.42468071,70,0.65292418,102,0.9514037967
Queens,Male,2013,4 year August,10317,7507,72.76339722,7072,68.54705811,94.20540619,2046,19.83134651,27.25456238,5026,48.7157135,66.95084381,435,4.216341972,5.794591904,1796,17.40816116,813,7.880197525,68,0.6591063142,63,0.610642612
Queens,Male,2012,4 year August,10219,7207,70.52548981,6780,66.34700012,94.07520294,1856,18.1622467,25.75274086,4924,48.18475342,68.32246399,427,4.178491116,5.924795151,1788,17.49682045,955,9.345336914,88,0.861141026,49,0.4794989824
Queens,Male,2011,4 year August,10291,6999,68.01087952,6688,64.98882294,95.55651093,1884,18.30725861,26.91813087,4804,46.68156815,68.63837433,311,3.02205801,4.443491936,2063,20.0466423,961,9.338256836,133,1.292391419,47,0.4567097425
Queens,Male,2010,4 year August,10527,6926,65.79272461,6548,62.2019577,94.54230499,1885,17.90633583,27.21628571,4663,44.29561996,67.32601929,378,3.590766668,5.457695484,2249,21.36411095,1013,9.62287426,174,1.65289259,63,0.5984610915
Queens,Male,2009,4 year August,10951,6924,63.22710419,6559,59.89407349,94.72847748,1854,16.92996025,26.77643013,4705,42.96411133,67.95204926,365,3.333029032,5.271519184,2495,22.78330803,1159,10.58350754,159,1.451922178,92,0.8401059508
Queens,Male,2008,4 year August,11150,6949,62.32286835,6569,58.91479874,94.53158569,1726,15.47982025,24.83810616,4843,43.43497849,69.69348145,380,3.408071756,5.468412876,2648,23.74887848,1244,11.15695095,139,1.246636748,114,1.022421479
Queens,Male,2007,4 year August,10451,6780,64.87417603,5799,55.4875145,85.53097534,1685,16.12285995,24.85250664,4114,39.36465454,60.6784668,981,9.38666153,14.46902657,2100,20.09377098,1296,12.40072727,82,0.7846139073,179,1.712754726
Queens,Male,2006,4 year August,10202,6422,62.94844055,5164,50.61752701,80.41108704,1597,15.65379333,24.86764336,3567,34.96373367,55.54344559,1258,12.330915449999999,19.58891296,2020,19.80003929,1377,13.49735355,122,1.195843935,252,2.470103979
Queens,Male,2005,4 year August,10259,5960,58.09532928,4569,44.53650284,76.66107178,1631,15.89823532,27.36577225,2938,28.63826942,49.29530334,1391,13.55882645,23.33892632,2318,22.59479523,1486,14.4848423,130,1.267180085,365,3.557851553
Queens,Male,2015,4 year June,10448,7545,72.21477509,7040,67.38131714,93.30682373,2197,21.02794838,29.11862183,4843,46.35337067,64.1882019,505,4.833460808,6.693174362,1920,18.37672234,821,7.857963085,52,0.4977028966,107,1.024119496
Queens,Male,2014,4 year June,10721,7621,71.08478546,7143,66.62625122,93.7278595,2264,21.11743355,29.70738792,4879,45.50881577,64.02046967,478,4.458539486,6.272142887,2131,19.87687683,796,7.42468071,70,0.65292418,102,0.9514037967
Queens,Male,2013,4 year June,10317,7160,69.40001678,6787,65.78462982,94.79050446,2035,19.72472572,28.42178726,4752,46.05990219,66.36871338,373,3.61539197,5.209496975,2140,20.74246407,813,7.880197525,70,0.6784918308,63,0.610642612
Queens,Male,2012,4 year June,10219,6867,67.19835663,6497,63.57764816,94.61191559,1845,18.05460358,26.8676281,4652,45.52304459,67.74428558,370,3.620706558,5.388087749,2126,20.80438423,956,9.355122566,89,0.8709266782,49,0.4794989824
Queens,Male,2011,4 year June,10291,6673,64.84306335,6406,62.24856567,95.99880219,1874,18.21008682,28.08332062,4532,44.03847885,67.91548157,267,2.594500065,4.001198769,2387,23.19502449,961,9.338256836,135,1.311825871,47,0.4567097425
Queens,Male,2010,4 year June,10527,6440,61.17602539,6113,58.06972504,94.92236328,1867,17.73534775,28.9906826,4246,40.33437729,65.93167877,327,3.106298208,5.07763958,2733,25.96181297,1015,9.64187336,174,1.65289259,63,0.5984610915
Queens,Male,2009,4 year June,10951,6375,58.21386337,6084,55.55657196,95.4352951,1833,16.73819733,28.75294113,4251,38.81837463,66.68235016,291,2.657291651,4.564705849,3037,27.73262787,1159,10.58350754,166,1.515843272,92,0.8401059508
Queens,Male,2008,4 year June,11150,6480,58.11659241,6147,55.13004303,94.8611145,1710,15.33632278,26.38888931,4437,39.79372025,68.47222137,333,2.986546993,5.138888836,3106,27.85650253,1248,11.19282532,146,1.309417009,114,1.022421479
Queens,Male,2007,4 year June,10451,6219,59.50626755,5455,52.195961,87.715065,1668,15.96019554,26.82103157,3787,36.23576736,60.89403534,764,7.310305119,12.284933089999999,2643,25.28944588,1306,12.49641228,97,0.9281408191,171,1.636207104
Queens,Male,2006,4 year June,10202,5887,57.70437241,4874,47.77494431,82.79259491,1572,15.40874386,26.70290565,3302,32.36620331,56.08968735,1013,9.92942524,17.207407,2554,25.03430748,1378,13.50715542,122,1.195843935,252,2.470103979
Queens,Male,2005,4 year June,10259,5525,53.85515213,4353,42.4310379,78.78733063,1618,15.77151775,29.28506851,2735,26.6595192,49.50226212,1172,11.42411518,21.21266937,2753,26.83497429,1486,14.4848423,130,1.267180085,365,3.557851553
Queens,Male,2004,4 year June,9698,5039,51.95916748,3885,40.05980682,77.09863281,1645,16.9622612,32.64536667,2240,23.097545619999998,44.45326614,1154,11.89936066,22.90136909,2948,30.39801979,1516,15.63208866,144,1.484842181,51,0.5258816481
Queens,Male,2003,4 year June,9423,4676,49.6232605,3567,37.85418701,76.28314972,1518,16.10951996,32.46364594,2049,21.74466705,43.81950378,1109,11.76907539,23.71685219,2862,30.37249374,1667,17.69075584,111,1.17796874,91,0.9657221437
Queens,Male,2002,4 year June,9286,4358,46.93086243,3218,34.65431976,73.84120941,1142,12.29808331,26.2046814,2076,22.3562355,47.63653183,1140,12.27654552,26.15878868,2870,30.9067421,1692,18.22097778,99,1.066121101,185,1.992246389
Queens,Male,2001,4 year June,8684,4091,47.10962677,2852,32.84200668,69.71400452,1128,12.98940563,27.57272148,1724,19.85260201,42.14128494,1242,14.30216503,30.35932541,2688,30.95347786,1632,18.79318237,223,2.56794095,49,0.5642561316
Queens,Male,2014,5 year August,10700,8459,79.05607605,7772,72.63551331,91.87847137,2283,21.33644867,26.98900604,5489,51.29906464,64.88946533,687,6.420560837,8.121527672,615,5.747663498,1326,12.39252377,170,1.588785052,129,1.205607533
Queens,Male,2013,5 year August,10193,7794,76.46424103,7237,70.99970245,92.85347748,1933,18.96399498,24.80112839,5304,52.03570938,68.05234528,557,5.464534283,7.146522999,749,7.348180294,1195,11.72373199,360,3.531835556,86,0.8437162638
Queens,Male,2012,5 year August,10169,7657,75.29747009,7142,70.23306274,93.27413177,1858,18.27121735,24.26537895,5284,51.9618454,69.00875092,515,5.06441164,6.725871563,812,7.985052586,1298,12.76428318,225,2.212606907,67,0.6588651538
Queens,Male,2011,5 year August,10326,7508,72.70966339,7108,68.83594513,94.67234802,1887,18.27425957,25.13319206,5221,50.56168747,69.53916168,400,3.873716831,5.327650547,901,8.725546837,1519,14.71043968,220,2.130544186,57,0.5520046353
Queens,Male,2010,5 year August,10430,7516,72.06136322,7022,67.32502747,93.42735291,1892,18.13998032,25.1729641,5130,49.18504333,68.2543869,494,4.736337662,6.572645187,947,9.0795784,1534,14.70757389,234,2.243528366,81,0.7766059637
Queens,Male,2009,5 year August,10981,7625,69.43811798,7158,65.18531799,93.87541199,1866,16.99298859,24.47213173,5292,48.19233322,69.40328217,467,4.252800465,6.124590397,1077,9.807849884,1732,15.7726984,291,2.650031805,100,0.9106639028
Queens,Male,2008,5 year August,11181,7634,68.27654266,7164,64.07298279,93.84333038,1733,15.4995079,22.7010746,5431,48.57347107,71.14225769,470,4.203559399,6.156667709,1145,10.24058628,1809,16.17923355,351,3.139254093,127,1.135855436
Queens,Male,2007,5 year August,10358,7244,69.9362793,5950,57.44352341,82.13694,1613,15.57250404,22.26670265,4337,41.87101746,59.87023926,1294,12.49275875,17.86306,725,6.999420643,1926,18.59432411,246,2.37497592,183,1.766750336
Queens,Male,2006,5 year August,10332,7050,68.23461151,5497,53.20363998,77.97163391,1609,15.57297707,22.82269478,3888,37.63066101,55.14893723,1553,15.03097153,22.028368,793,7.675183773,1969,19.05729866,255,2.468060493,250,2.419667006
Queens,Male,2014,5 year June,10700,8388,78.39252472,7721,72.15888214,92.04816437,2281,21.31775665,27.19360924,5440,50.84112167,64.85455322,667,6.233644962,7.951836109,665,6.214953423,1347,12.58878517,170,1.588785052,129,1.205607533
Queens,Male,2013,5 year June,10193,7714,75.67938995,7189,70.52879333,93.19419098,1932,18.95418358,25.04537201,5257,51.57461166,68.14881897,525,5.150593758,6.80580759,829,8.133032799,1195,11.72373199,360,3.531835556,86,0.8437162638
Queens,Male,2012,5 year June,10169,7590,74.63861084,7099,69.81021118,93.53096008,1858,18.27121735,24.47957802,5241,51.53899002,69.05138397,491,4.828400135,6.46903801,876,8.614416122,1301,12.7937851,225,2.212606907,67,0.6588651538
Queens,Male,2011,5 year June,10326,7436,72.01239777,7056,68.33236694,94.88972473,1887,18.27425957,25.37654686,5169,50.05810547,69.51317596,380,3.680031061,5.110274315,972,9.413131714,1519,14.71043968,221,2.14022851,57,0.5520046353
Queens,Male,2010,5 year June,10430,7434,71.27516937,6954,66.67305756,93.54318237,1891,18.13039398,25.43718147,5063,48.54266357,68.10600281,480,4.602109432,6.456820011,1024,9.817832947,1538,14.74592495,235,2.253115892,81,0.7766059637
Queens,Male,2009,5 year June,10981,7499,68.29068756,7057,64.26554871,94.10588074,1866,16.99298859,24.88331795,5191,47.27256012,69.2225647,442,4.025134087,5.894119263,1194,10.8733263,1740,15.84555054,292,2.659138441,100,0.9106639028
Queens,Male,2008,5 year June,11181,7481,66.90814972,7034,62.91029358,94.0248642,1732,15.49056435,23.15198517,5302,47.41973114,70.87287903000001,447,3.997853518,5.975137234,1283,11.474823,1822,16.29550171,352,3.148197889,127,1.135855436
Queens,Male,2007,5 year June,10358,7132,68.8549881,5902,56.98011017,82.75378418,1613,15.57250404,22.61637688,4289,41.40760803,60.13740921,1230,11.87487888,17.24621391,807,7.791079521,1954,18.864645,248,2.394284725,183,1.766750336
Queens,Male,2006,5 year June,10332,6950,67.26674652,5453,52.77777863,78.46043396,1609,15.57297707,23.15107918,3844,37.20479965,55.30935287,1497,14.48896599,21.53956795,866,8.381726265,2001,19.36701584,255,2.468060493,246,2.380952358
Queens,Male,2005,5 year June,10318,6598,63.94650269,4872,47.21845245,73.84056091,1654,16.03023911,25.06820297,3218,31.18821526,48.77235413,1726,16.72804832,26.1594429,941,9.119984627,2217,21.48672295,235,2.277573109,319,3.091684341
Queens,Male,2004,5 year June,9810,6188,63.07849121,4429,45.14780807,71.57401276,1696,17.28848076,27.40788651,2733,27.85932732,44.16612625,1759,17.93068314,28.42598534,940,9.582058907,2030,20.69317055,234,2.38532114,418,4.260958195
Queens,Male,2003,5 year June,9423,5789,61.43478775,4048,42.95871735,69.92572021,1565,16.60829926,27.03403091,2483,26.35042,42.8916893,1741,18.4760685,30.07427788,990,10.50620842,2264,24.0263195,242,2.568184137,122,1.294704437
Queens,Male,2002,5 year June,9286,5397,58.11975098,3674,39.56493759,68.07485962,1201,12.93344784,22.25310326,2473,26.6314888,45.82175446,1754,18.88864899,32.49953842,1053,11.33965111,2361,25.42537117,202,2.175317764,188,2.024553061
Queens,Male,2001,5 year June,8684,5022,57.83049393,3158,36.36573029,62.88331223,1148,13.21971416,22.85941887,2010,23.14601517,40.02389526,1874,21.57991791,37.31581116,905,10.42146492,2347,27.02671623,347,3.995854378,49,0.5642561316
Queens,Male,2013,6 year June,10198,7942,77.87801361,7344,72.01412201,92.47041321,1937,18.99392128,24.38932228,5407,53.02019882,68.08108521,598,5.863894939,7.529589653,421,4.128260612,1383,13.56148243,363,3.559521437,83,0.8138850927
Queens,Male,2012,6 year June,10035,7778,77.5087204,7220,71.94818115,92.8259201,1857,18.50523186,23.87503242,5363,53.4429512,68.95088959,558,5.560538292,7.174080849,500,4.982561111,1387,13.82162476,258,2.57100153,66,0.6576980352
Queens,Male,2011,6 year June,10260,7671,74.76608276,7226,70.42884827,94.19892883,1887,18.39181328,24.59914017,5339,52.0370369,69.59979248,445,4.337232113,5.801068783,573,5.584795475,1602,15.61403465,259,2.524366379,58,0.5653021336
Queens,Male,2010,6 year June,10469,7710,73.64600372,7181,68.59298706,93.13877869,1893,18.08195686,24.55252838,5288,50.5110321,68.58625031,529,5.053013802,6.861219406,577,5.511510372,1685,16.09513855,253,2.41665864,79,0.7546088696
Queens,Male,2009,6 year June,10946,7849,71.70655823,7337,67.02905273,93.47687531,1867,17.05645943,23.78647041,5470,49.9725914,69.6904068,512,4.677507877,6.523123741,614,5.609354973,1884,17.2117672,308,2.81381321,112,1.023204803
Queens,Male,2008,6 year June,11167,7849,70.2874527,7334,65.67565155,93.43865204,1734,15.52789497,22.0919857,5600,50.14775848,71.34667206,515,4.611802578,6.561345577,590,5.283424377,1994,17.85618401,487,4.361063957,128,1.146234393
Queens,Male,2007,6 year June,10589,7552,71.31929016,6197,58.522995,82.05773163,1681,15.87496471,22.25900459,4516,42.64802933,59.79872894,1355,12.79629803,17.94226646,433,4.089148998,2021,19.08584404,326,3.078666449,179,1.690433502
Queens,Male,2006,6 year June,10237,7294,71.25134277,5627,54.96727371,77.14559937,1597,15.60027313,21.89470863,4030,39.36700058,55.250892640000004,1667,16.28406715,22.85440063,306,2.989156961,2113,20.64081192,267,2.608186007,234,2.285825968
Queens,Male,2005,6 year June,10313,6935,67.245224,4984,48.32735443,71.86734009,1656,16.05740356,23.87887573,3328,32.26995087,47.98846436,1951,18.91787148,28.13265991,494,4.790071011,2344,22.72859573,243,2.356249332,286,2.773198843
Queens,Male,2004,6 year June,9826,6527,66.42581177,4562,46.427845,69.89428711,1699,17.29086113,26.03033638,2863,29.13698387,43.86394882,1965,19.99796486,30.1057148,639,6.503154755,2249,22.88825607,240,2.442499399,158,1.607978821
Queens,Male,2003,6 year June,9444,6100,64.59127808,4158,44.0279541,68.1639328,1568,16.60313416,25.70491791,2590,27.42481995,42.45901489,1942,20.56332016,31.83606529,394,4.171960831,2437,25.80474281,261,2.763659477,236,2.498941183
Queens,Male,2002,6 year June,9286,5685,61.22119141,3753,40.41567993,66.01583099,1208,13.00883007,21.24890137,2545,27.40684891,44.76692963,1963,21.13934898,34.52946472,533,5.739823341,2569,27.66530228,220,2.369157791,194,2.089166403
Queens,Male,2001,6 year June,8684,5297,60.99723816,3247,37.39060211,61.2988472,1154,13.28880692,21.78591728,2093,24.1017971,39.51293182,2075,23.8945179,39.17311859,314,3.615845203,2641,30.41225243,369,4.249194145,49,0.5642561316
Staten Island,Female,2015,4 year August,2171,1900,87.51727295,1705,78.53524017,89.73683929,764,35.19115448,40.21052551,941,43.34408188,49.5263176,195,8.982035637,10.26315784,140,6.4486413,97,4.467987061,9,0.41455549,25,1.151543021
Staten Island,Female,2014,4 year August,2221,1873,84.33138275,1692,76.18190002,90.33635712,714,32.14768219,38.12066269,978,44.03421783,52.21569824,181,8.149481773,9.663640976,216,9.725348473,99,4.45745182,10,0.4502476454,23,1.035569549
Staten Island,Female,2013,4 year August,2143,1812,84.55435944,1650,76.99486542,91.05960083,623,29.07139587,34.38189697,1027,47.92347336,56.67770386,162,7.559495926,8.940397263,193,9.006066322,107,4.993000507,11,0.5132991076,20,0.9332711101
Staten Island,Female,2012,4 year August,2167,1807,83.38716888,1643,75.81910706,90.92418671,623,28.74942398,34.47703552,1020,47.06968307,56.44715118,164,7.568066597,9.075816154,213,9.829257011,113,5.214582443,13,0.5999076962,21,0.9690816998
Staten Island,Female,2011,4 year August,2135,1740,81.4988327,1584,74.19203949,91.03448486,568,26.60421562,32.64367676,1016,47.58782196,58.39080429,156,7.306791782,8.965517044,224,10.49180317,138,6.463700294,15,0.7025761008,17,0.7962529063
Staten Island,Female,2010,4 year August,2219,1838,82.83010101,1687,76.02523804,91.7845459,580,26.1378994,31.55603981,1107,49.88733673,60.228508,151,6.804867268,8.215451241,203,9.148264885,153,6.894997597,5,0.2253267169,20,0.9013068676
Staten Island,Female,2009,4 year August,2173,1721,79.19926453,1616,74.36723328,93.89889526,605,27.84169388,35.15398026,1011,46.5255394,58.74491501,105,4.832029343,6.101103783,254,11.68890953,153,7.040956974,11,0.5062125921,33,1.518637776
Staten Island,Female,2008,4 year August,2205,1739,78.86621094,1620,73.46939087,93.15699005,593,26.89342499,34.10005569,1027,46.57596207,59.05693054,119,5.396825314,6.843013287,270,12.24489784,155,7.02947855,15,0.6802721024,26,1.179138303
Staten Island,Female,2007,4 year August,2160,1705,78.93518829,1509,69.8611145,88.50440216,536,24.81481552,31.43695068,973,45.04629517,57.06744766,196,9.074073792,11.4956007,255,11.80555534,161,7.45370388,10,0.4629629552,28,1.296296239
Staten Island,Female,2006,4 year August,2190,1698,77.53424835,1398,63.83561707,82.33215332,621,28.35616493,36.57243729,777,35.47945023,45.75971603,300,13.69863033,17.66784477,257,11.73515987,178,8.127854347,28,1.278538823,28,1.278538823
Staten Island,Female,2005,4 year August,2216,1675,75.5866394,1320,59.56678772,78.80596924,569,25.67689514,33.97014999,751,33.88989258,44.83581924,355,16.0198555,21.19403076,269,12.13898945,158,7.129963875,38,1.714801431,76,3.429602861
Staten Island,Female,2015,4 year June,2171,1870,86.13542175,1685,77.61400604,90.10694885,763,35.14509583,40.80213928,922,42.46891022,49.30481339,185,8.521418571,9.893048286,169,7.784430981,97,4.467987061,10,0.4606172144,25,1.151543021
Staten Island,Female,2014,4 year June,2221,1839,82.80053711,1672,75.28140259,90.91897583,714,32.14768219,38.82544708,958,43.13372421,52.09352875,167,7.519135475,9.081022263,250,11.25619125,99,4.45745182,10,0.4502476454,23,1.035569549
Staten Island,Female,2013,4 year June,2143,1781,83.10779572,1626,75.87493896,91.29702759,622,29.02473259,34.92419815,1004,46.85020828,56.37282562,155,7.232851028,8.702976227,224,10.45263672,107,4.993000507,11,0.5132991076,20,0.9332711101
Staten Island,Female,2012,4 year June,2167,1774,81.86432648,1627,75.08075714,91.71363831,623,28.74942398,35.11837769,1004,46.33133316,56.59526443,147,6.78357172,8.286358833,246,11.35209942,113,5.214582443,13,0.5999076962,21,0.9690816998
Staten Island,Female,2011,4 year June,2135,1711,80.14051819,1563,73.20842743,91.35009003,568,26.60421562,33.19696045,995,46.60421371,58.15312576,148,6.932084084,8.64991188,252,11.80327892,138,6.463700294,16,0.7494145036,17,0.7962529063
Staten Island,Female,2010,4 year June,2219,1787,80.5317688,1649,74.31275177,92.27755737,580,26.1378994,32.45663071,1069,48.17485428,59.82093048,138,6.219017506,7.722439766,254,11.4465971,153,6.894997597,5,0.2253267169,20,0.9013068676
Staten Island,Female,2009,4 year June,2173,1680,77.31246948,1583,72.84859467,94.22618866,603,27.74965477,35.8928566,980,45.0989418,58.33333206,97,4.463874817,5.773809433,294,13.52968216,153,7.040956974,12,0.5522319078,33,1.518637776
Staten Island,Female,2008,4 year June,2205,1691,76.68933868,1583,71.79138184,93.6132431,591,26.80272102,34.94973373,992,44.98866272,58.66351318,108,4.897959232,6.386753559,318,14.42176914,155,7.02947855,15,0.6802721024,26,1.179138303
Staten Island,Female,2007,4 year June,2160,1667,77.17592621,1487,68.84259033,89.20215607,536,24.81481552,32.15356827,951,44.02777863,57.04859161,180,8.333333015,10.79784012,292,13.51851845,163,7.54629612,10,0.4629629552,27,1.25
Staten Island,Female,2006,4 year June,2190,1665,76.02739716,1389,63.42465591,83.42342377,619,28.26484108,37.17717743,770,35.15981674,46.24624634,276,12.60273933,16.57657623,289,13.19634724,179,8.173516273,28,1.278538823,28,1.278538823
Staten Island,Female,2005,4 year June,2216,1633,73.69133759,1303,58.79964066,79.79179382,569,25.67689514,34.84384537,734,33.12274551,44.94794846,330,14.89169693,20.20820618,311,14.03429604,158,7.129963875,38,1.714801431,76,3.429602861
Staten Island,Female,2004,4 year June,2050,1478,72.0975647,1185,57.80487823,80.17591095,568,27.70731735,38.43031311,617,30.09756088,41.74560165,293,14.29268265,19.82408714,363,17.70731735,156,7.609755993,53,2.585365772,0,0
Staten Island,Female,2003,4 year June,2115,1515,71.6312027,1164,55.03546143,76.8316803,479,22.64775467,31.6171608,685,32.38770676,45.21452332,351,16.59574509,23.16831589,389,18.39243507,162,7.659574509,34,1.607565045,15,0.709219873
Staten Island,Female,2002,4 year June,2023,1426,70.48937225,1092,53.97924042,76.57784271,461,22.78793907,32.32818985,631,31.19129944,44.24964905,335,16.55956459,23.49228668,341,16.85615349,186,9.194266319,25,1.235788465,44,2.174987555
